"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit","sgst"
7627,"US-2015-159499","2015-11-21","2015-11-23","Second Class","EM-14095","OFF-AP-10002867","325.632",6,"0.2","28.4928","0"
7628,"US-2015-159499","2015-11-21","2015-11-23","Second Class","EM-14095","TEC-AC-10002718","23.344",2,"0.2","-1.459","0"
7629,"US-2015-159499","2015-11-21","2015-11-23","Second Class","EM-14095","OFF-LA-10003121","16.52",5,"0.2","5.369","0"
7630,"CA-2014-162089","2014-03-30","2014-04-01","First Class","MP-17470","OFF-EN-10002230","335.72",5,"0.2","113.3055","0"
7631,"CA-2014-162089","2014-03-30","2014-04-01","First Class","MP-17470","TEC-PH-10001819","251.944",7,"0.2","88.1804","0"
7632,"CA-2014-162089","2014-03-30","2014-04-01","First Class","MP-17470","FUR-CH-10002304","127.302",7,"0.3","-9.093","0"
7633,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","FUR-CH-10002602","1207.84",8,"0","314.0384","0"
7634,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","OFF-BI-10002414","12.53",1,"0","5.8891","0"
7635,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","OFF-AR-10003696","34.58",1,"0","10.0282","0"
7636,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","FUR-CH-10004495","300.98",1,"0","87.2842","0"
7637,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","FUR-CH-10001270","258.75",3,"0","77.625","0"
7638,"CA-2017-104885","2017-03-02","2017-03-08","Standard Class","DB-13555","OFF-AR-10001615","59.52",3,"0","15.4752","0"
7639,"CA-2017-104885","2017-03-02","2017-03-08","Standard Class","DB-13555","OFF-EN-10003286","57.96",7,"0","27.2412","0"
7640,"CA-2017-104885","2017-03-02","2017-03-08","Standard Class","DB-13555","FUR-BO-10003660","441.96",2,"0","101.6508","0"
7641,"CA-2017-104885","2017-03-02","2017-03-08","Standard Class","DB-13555","OFF-PA-10002764","68.04",6,"0","33.3396","0"
7642,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","TEC-MA-10001695","703.71",6,"0.7","-938.28","0"
7643,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","OFF-BI-10002824","17.904",4,"0.7","-14.92","0"
7644,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","OFF-BI-10002571","11.976",4,"0.7","-9.1816","0"
7645,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","TEC-AC-10001553","67.96",5,"0.2","0.8495","0"
7646,"CA-2015-161452","2015-04-05","2015-04-11","Standard Class","CA-11965","FUR-CH-10003973","892.224",3,"0.2","89.2224","0"
7647,"US-2014-115196","2014-09-09","2014-09-13","Standard Class","DL-12925","TEC-MA-10002073","1299.99",2,"0.5","-571.9956","0"
7648,"CA-2016-138968","2016-03-15","2016-03-16","First Class","FC-14335","OFF-BI-10003529","4.544",2,"0.2","1.6472","0"
7649,"CA-2016-138968","2016-03-15","2016-03-16","First Class","FC-14335","FUR-CH-10000309","1352.032",4,"0.2","84.502","0"
7650,"CA-2015-101889","2015-12-27","2015-12-31","Standard Class","DB-13120","FUR-TA-10004154","1548.99",9,"0.4","-464.697","0"
7651,"CA-2015-101889","2015-12-27","2015-12-31","Standard Class","DB-13120","OFF-EN-10003286","19.872",3,"0.2","6.7068","0"
7652,"CA-2017-110821","2017-08-07","2017-08-08","First Class","CK-12205","TEC-AC-10001552","119.448",3,"0.2","-13.4379","0"
7653,"CA-2017-110821","2017-08-07","2017-08-08","First Class","CK-12205","OFF-ST-10002790","118.16",2,"0.2","-25.109","0"
7654,"CA-2015-121552","2015-03-22","2015-03-27","Standard Class","FW-14395","OFF-AR-10003217","19.56",4,"0","5.4768","0"
7655,"CA-2015-107685","2015-11-30","2015-12-02","Second Class","JM-15865","FUR-FU-10002813","80.96",4,"0","29.1456","0"
7656,"CA-2015-107685","2015-11-30","2015-12-02","Second Class","JM-15865","OFF-PA-10003848","25.92",4,"0","12.4416","0"
7657,"US-2014-120740","2014-04-15","2014-04-15","Same Day","PS-18970","OFF-AP-10000240","106.96",2,"0","31.0184","0"
7658,"US-2014-120740","2014-04-15","2014-04-15","Same Day","PS-18970","FUR-FU-10004091","187.76",4,"0","76.9816","0"
7659,"CA-2017-155740","2017-07-30","2017-08-02","First Class","TC-21475","OFF-BI-10001071","76.776",4,"0.7","-53.7432","0"
7660,"CA-2017-146493","2017-06-01","2017-06-05","Standard Class","CV-12805","OFF-BI-10003676","53.9",5,"0","25.872","0"
7661,"CA-2014-105417","2014-01-07","2014-01-12","Standard Class","VS-21820","FUR-FU-10004864","76.728",3,"0.6","-53.7096","0"
7662,"CA-2014-105417","2014-01-07","2014-01-12","Standard Class","VS-21820","OFF-BI-10003708","10.43",7,"0.8","-18.2525","0"
7663,"US-2017-141509","2017-09-29","2017-10-01","First Class","SC-20575","OFF-AR-10002067","99.2",5,"0","25.792","0"
7664,"CA-2017-139493","2017-09-13","2017-09-19","Standard Class","SG-20605","OFF-AR-10003158","15.92",5,"0.2","2.786","0"
7665,"CA-2014-151967","2014-10-22","2014-10-26","Standard Class","NB-18580","FUR-FU-10000193","129.92",4,"0","10.3936","0"
7666,"US-2016-140158","2016-10-04","2016-10-08","Standard Class","DR-12940","OFF-BI-10000977","30.4",1,"0","13.984","0"
7667,"US-2016-140158","2016-10-04","2016-10-08","Standard Class","DR-12940","TEC-CO-10001449","5399.91",9,"0","2591.9568","0"
7668,"US-2016-140158","2016-10-04","2016-10-08","Standard Class","DR-12940","OFF-ST-10000136","119.1",3,"0","34.539","0"
7669,"CA-2015-130974","2015-11-27","2015-11-29","Second Class","MA-17560","OFF-PA-10000743","40.08",6,"0","19.2384","0"
7670,"CA-2015-130974","2015-11-27","2015-11-29","Second Class","MA-17560","OFF-PA-10001019","59.94",3,"0","28.1718","0"
7671,"CA-2015-130974","2015-11-27","2015-11-29","Second Class","MA-17560","TEC-AC-10003095","259.98",2,"0","88.3932","0"
7672,"CA-2015-130974","2015-11-27","2015-11-29","Second Class","MA-17560","FUR-BO-10002916","170.98",1,"0","32.4862","0"
7673,"CA-2015-130974","2015-11-27","2015-11-29","Second Class","MA-17560","FUR-FU-10002506","38.97",3,"0","4.6764","0"
7674,"CA-2015-130974","2015-11-27","2015-11-29","Second Class","MA-17560","OFF-PA-10003823","154.9",5,"0","69.705","0"
7675,"CA-2015-130974","2015-11-27","2015-11-29","Second Class","MA-17560","FUR-TA-10004619","446.068",4,"0.3","0","0"
7676,"CA-2017-133487","2017-05-06","2017-05-09","Second Class","TS-21655","OFF-AP-10001271","152.94",3,"0","41.2938","0"
7677,"CA-2014-142951","2014-10-08","2014-10-08","Same Day","JG-15115","TEC-AC-10002331","23.472",3,"0.2","4.9878","0"
7678,"CA-2014-133592","2014-12-31","2015-01-07","Standard Class","KM-16375","OFF-PA-10003228","195.64",4,"0","91.9508","0"
7679,"CA-2014-133592","2014-12-31","2015-01-07","Standard Class","KM-16375","OFF-PA-10002586","14.94",3,"0","7.0218","0"
7680,"CA-2014-133592","2014-12-31","2015-01-07","Standard Class","KM-16375","TEC-AC-10002049","1687.8",4,"0","742.632","0"
7681,"CA-2014-133592","2014-12-31","2015-01-07","Standard Class","KM-16375","FUR-BO-10000362","341.96",2,"0","78.6508","0"
7682,"CA-2014-133592","2014-12-31","2015-01-07","Standard Class","KM-16375","FUR-CH-10004218","605.88",6,"0","151.47","0"
7683,"CA-2015-120782","2015-04-28","2015-05-01","First Class","SD-20485","OFF-AP-10003779","186.732",1,"0.1","41.496","0"
7684,"CA-2015-120782","2015-04-28","2015-05-01","First Class","SD-20485","OFF-BI-10003527","3812.97",3,"0","1906.485","0"
7685,"CA-2015-116876","2015-02-14","2015-02-21","Standard Class","TT-21070","OFF-BI-10002897","26.424",9,"0.2","9.5787","0"
7686,"CA-2015-116876","2015-02-14","2015-02-21","Standard Class","TT-21070","TEC-PH-10002584","625.99",1,"0","187.797","0"
7687,"CA-2016-169838","2016-11-25","2016-11-29","Standard Class","BB-11545","FUR-TA-10001095","1568.61",9,"0","329.4081","0"
7688,"CA-2016-169838","2016-11-25","2016-11-29","Standard Class","BB-11545","OFF-BI-10004002","17.3",1,"0","8.304","0"
7689,"CA-2016-169838","2016-11-25","2016-11-29","Standard Class","BB-11545","TEC-AC-10004518","160",8,"0","62.4","0"
7690,"US-2017-128951","2017-07-15","2017-07-17","First Class","RS-19420","OFF-AP-10002191","179.94",3,"0","50.3832","0"
7691,"US-2017-128951","2017-07-15","2017-07-17","First Class","RS-19420","FUR-TA-10004575","872.94",3,"0","157.1292","0"
7692,"US-2017-128951","2017-07-15","2017-07-17","First Class","RS-19420","OFF-PA-10003177","12.96",2,"0","6.2208","0"
7693,"CA-2014-102330","2014-12-29","2015-01-03","Standard Class","AI-10855","OFF-LA-10003923","88.8",6,"0","44.4","0"
7694,"CA-2014-102330","2014-12-29","2015-01-03","Standard Class","AI-10855","TEC-PH-10001051","319.968",4,"0.2","35.9964","0"
7695,"CA-2016-118899","2016-03-22","2016-03-22","Same Day","MC-17275","FUR-CH-10004754","167.888",7,"0.2","14.6902","0"
7696,"CA-2017-107958","2017-07-02","2017-07-05","First Class","AH-10120","OFF-PA-10000357","163.96",5,"0.2","59.4355","0"
7697,"CA-2017-107958","2017-07-02","2017-07-05","First Class","AH-10120","OFF-BI-10001787","5.232",4,"0.8","-8.1096","0"
7698,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","TEC-CO-10002313","1199.98",2,"0","467.9922","0"
7699,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","OFF-ST-10002790","73.85",1,"0","2.2155","0"
7700,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","OFF-SU-10001664","25.71",3,"0","6.6846","0"
7701,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","OFF-FA-10001332","17.28",6,"0","8.1216","0"
7702,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","FUR-TA-10003473","526.582",2,"0.3","-52.6582","0"
7703,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","OFF-PA-10000605","11.56",2,"0","5.6644","0"
7704,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","TEC-PH-10002170","209.97",3,"0","58.7916","0"
7705,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","FUR-TA-10004147","447.84",4,"0","98.5248","0"
7706,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","TEC-AC-10003911","479.97",3,"0","163.1898","0"
7707,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","OFF-AR-10002578","8.64",3,"0","2.5056","0"
7708,"CA-2017-100237","2017-10-15","2017-10-19","Standard Class","SV-20815","OFF-AR-10001761","11.68",2,"0","4.2048","0"
7709,"CA-2014-139542","2014-10-25","2014-10-29","Standard Class","EH-14185","TEC-AC-10001553","40.776",3,"0.2","0.5097","0"
7710,"CA-2014-139542","2014-10-25","2014-10-29","Standard Class","EH-14185","OFF-BI-10000309","13.698",3,"0.7","-9.5886","0"
7711,"US-2015-142811","2015-04-02","2015-04-07","Standard Class","JL-15850","TEC-PH-10003095","87.8",5,"0.2","32.925","0"
7712,"CA-2017-139353","2017-10-28","2017-10-30","Second Class","JM-15250","FUR-FU-10001876","77.952",3,"0.2","15.5904","0"
7713,"CA-2017-139353","2017-10-28","2017-10-30","Second Class","JM-15250","OFF-ST-10001522","147.184",2,"0.2","-29.4368","0"
7714,"CA-2017-139353","2017-10-28","2017-10-30","Second Class","JM-15250","OFF-PA-10000300","47.952",3,"0.2","16.1838","0"
7715,"CA-2014-150203","2014-12-05","2014-12-07","First Class","JB-15925","OFF-AP-10001469","250.26",6,"0","72.5754","0"
7716,"US-2017-101518","2017-11-03","2017-11-08","Standard Class","PB-19105","TEC-AC-10001553","40.776",3,"0.2","0.5097","0"
7717,"CA-2015-149636","2015-01-06","2015-01-12","Standard Class","SP-20620","OFF-PA-10004041","29.6",5,"0.2","9.25","0"
7718,"CA-2015-149636","2015-01-06","2015-01-12","Standard Class","SP-20620","OFF-BI-10002764","1.938",2,"0.7","-1.3566","0"
7719,"US-2017-146213","2017-09-09","2017-09-14","Standard Class","MC-17605","TEC-AC-10001114","159.96",4,"0","51.1872","0"
7720,"CA-2015-108588","2015-01-05","2015-01-10","Standard Class","BG-11695","OFF-AR-10001615","59.52",3,"0","15.4752","0"
7721,"CA-2015-108588","2015-01-05","2015-01-10","Standard Class","BG-11695","OFF-EN-10000461","17.48",2,"0","8.2156","0"
7722,"CA-2015-108588","2015-01-05","2015-01-10","Standard Class","BG-11695","OFF-BI-10004506","13.168",2,"0.2","4.6088","0"
7723,"US-2017-138086","2017-04-16","2017-04-20","Standard Class","JO-15550","OFF-AP-10000027","40.74",3,"0","12.222","0"
7724,"CA-2015-139374","2015-09-10","2015-09-14","Standard Class","AR-10345","FUR-CH-10003981","179.886",1,"0.3","-2.5698","0"
7725,"CA-2016-113978","2016-09-25","2016-09-29","Standard Class","TS-21505","OFF-AP-10003849","286.256",1,"0.2","17.891","0"
7726,"CA-2016-113978","2016-09-25","2016-09-29","Standard Class","TS-21505","OFF-ST-10004963","24.224",2,"0.2","-4.8448","0"
7727,"CA-2016-113978","2016-09-25","2016-09-29","Standard Class","TS-21505","OFF-ST-10002574","331.536",3,"0.2","-82.884","0"
7728,"US-2015-150231","2015-03-16","2015-03-20","Second Class","JK-15640","OFF-AR-10001761","17.52",3,"0","6.3072","0"
7729,"CA-2016-106915","2016-11-26","2016-12-02","Standard Class","GA-14515","OFF-AR-10000716","17.856",4,"0.2","4.2408","0"
7730,"US-2016-109260","2016-09-26","2016-10-01","Standard Class","TN-21040","TEC-AC-10002637","431.976",3,"0.2","-75.5958","0"
7731,"CA-2017-104850","2017-06-13","2017-06-19","Standard Class","TW-21025","FUR-CH-10003774","291.136",4,"0.2","-25.4744","0"
7732,"CA-2017-140508","2017-09-18","2017-09-21","First Class","PA-19060","OFF-EN-10000927","114.848",4,"0.2","35.89","0"
7733,"CA-2017-143294","2017-06-02","2017-06-08","Standard Class","JD-15790","OFF-PA-10000743","10.688",2,"0.2","3.7408","0"
7734,"CA-2016-165673","2016-05-15","2016-05-19","Second Class","MN-17935","OFF-PA-10000697","15.232",4,"0.2","5.5216","0"
7735,"CA-2017-134418","2017-09-15","2017-09-20","Standard Class","GM-14500","OFF-AR-10004441","12.42",3,"0","5.2164","0"
7736,"US-2016-106313","2016-08-22","2016-08-26","Standard Class","DG-13300","OFF-PA-10001870","19.44",3,"0","9.3312","0"
7737,"CA-2014-105872","2014-05-30","2014-06-06","Standard Class","JG-15160","OFF-BI-10003684","70.368",4,"0.2","26.388","0"
7738,"CA-2017-108287","2017-12-18","2017-12-20","First Class","AG-10330","OFF-AR-10001315","12.672",9,"0.2","1.4256","0"
7739,"CA-2017-141103","2017-07-30","2017-08-06","Standard Class","JF-15355","TEC-PH-10003589","89.95",5,"0","43.176","0"
7740,"CA-2014-154781","2014-11-21","2014-11-26","Standard Class","SC-20680","OFF-PA-10001609","6.58",2,"0","3.0268","0"
7741,"CA-2014-154781","2014-11-21","2014-11-26","Standard Class","SC-20680","TEC-AC-10000474","94.99",1,"0","28.497","0"
7742,"CA-2015-147816","2015-09-24","2015-09-26","Second Class","CM-11935","TEC-PH-10003095","35.12",2,"0.2","13.17","0"
7743,"CA-2017-105326","2017-08-20","2017-08-27","Standard Class","KT-16480","OFF-PA-10001639","25.92",4,"0","12.4416","0"
7744,"CA-2016-133613","2016-06-17","2016-06-22","Standard Class","CP-12340","OFF-BI-10002003","7.96",2,"0","3.7412","0"
7745,"CA-2016-133613","2016-06-17","2016-06-22","Standard Class","CP-12340","TEC-PH-10004539","566.97",3,"0","153.0819","0"
7746,"CA-2016-133613","2016-06-17","2016-06-22","Standard Class","CP-12340","OFF-AR-10003829","9.84",3,"0","2.8536","0"
7747,"CA-2015-109113","2015-12-19","2015-12-23","Standard Class","EK-13795","TEC-AC-10004761","25.488",2,"0.2","4.779","0"
7748,"CA-2015-156153","2015-05-31","2015-06-02","Second Class","CW-11905","OFF-FA-10003472","7.56",6,"0","0.3024","0"
7749,"CA-2015-133242","2015-06-18","2015-06-24","Standard Class","KH-16510","FUR-FU-10003464","60.84",3,"0","19.4688","0"
7750,"CA-2015-133242","2015-06-18","2015-06-24","Standard Class","KH-16510","OFF-ST-10003716","450.04",2,"0","58.5052","0"
7751,"CA-2015-133242","2015-06-18","2015-06-24","Standard Class","KH-16510","OFF-BI-10004002","34.6",2,"0","16.608","0"
7752,"CA-2015-133242","2015-06-18","2015-06-24","Standard Class","KH-16510","TEC-PH-10002496","467.97",3,"0","140.391","0"
7753,"CA-2015-133242","2015-06-18","2015-06-24","Standard Class","KH-16510","OFF-BI-10004826","33.02",2,"0","15.8496","0"
7754,"CA-2015-158323","2015-11-30","2015-12-03","First Class","AB-10600","FUR-FU-10001546","17.088",2,"0.2","1.068","0"
7755,"CA-2015-161795","2015-12-21","2015-12-23","Second Class","AH-10075","OFF-AR-10001919","3.008",2,"0.2","0.3384","0"
7756,"CA-2017-100902","2017-11-17","2017-11-21","Standard Class","CK-12595","OFF-PA-10002558","268.24",7,"0.2","93.884","0"
7757,"CA-2017-100902","2017-11-17","2017-11-21","Standard Class","CK-12595","TEC-AC-10003174","431.16",5,"0.2","107.79","0"
7758,"CA-2017-112844","2017-11-13","2017-11-16","Second Class","SP-20620","TEC-PH-10003988","43.6",4,"0","12.208","0"
7759,"CA-2017-112844","2017-11-13","2017-11-16","Second Class","SP-20620","FUR-FU-10004845","154.95",3,"0","30.99","0"
7760,"CA-2016-158925","2016-10-24","2016-10-28","Standard Class","JP-15460","OFF-PA-10003072","15.552",3,"0.2","5.4432","0"
7761,"CA-2014-155390","2014-12-06","2014-12-11","Standard Class","BG-11035","OFF-PA-10003641","42.208",2,"0.2","13.7176","0"
7762,"CA-2017-123071","2017-12-03","2017-12-06","First Class","CC-12550","OFF-PA-10003729","10.368",2,"0.2","3.6288","0"
7763,"CA-2017-156391","2017-09-26","2017-09-28","First Class","SL-20155","OFF-AR-10003251","2.224",1,"0.2","0.556","0"
7764,"CA-2015-103093","2015-02-03","2015-02-07","Standard Class","FO-14305","OFF-EN-10003286","74.52",9,"0","35.0244","0"
7765,"US-2017-118941","2017-08-12","2017-08-12","Same Day","BB-11545","OFF-AR-10004078","17.52",3,"0","5.256","0"
7766,"US-2017-118941","2017-08-12","2017-08-12","Same Day","BB-11545","FUR-CH-10002331","1779.9",5,"0","373.779","0"
7767,"US-2017-118941","2017-08-12","2017-08-12","Same Day","BB-11545","OFF-AR-10001953","219.9",5,"0","59.373","0"
7768,"CA-2015-169299","2015-08-24","2015-08-26","First Class","DO-13435","OFF-AR-10002053","7.152",3,"0.2","0.7152","0"
7769,"CA-2017-154088","2017-11-12","2017-11-17","Standard Class","LB-16735","OFF-PA-10003651","26.72",5,"0.2","9.352","0"
7770,"CA-2016-155978","2016-08-01","2016-08-01","Same Day","TS-21205","TEC-PH-10002885","1039.728",2,"0.2","90.9762","0"
7771,"CA-2016-155978","2016-08-01","2016-08-01","Same Day","TS-21205","OFF-AP-10002892","45.96",2,"0","13.788","0"
7772,"CA-2016-108196","2016-11-25","2016-12-02","Standard Class","CS-12505","OFF-BI-10000545","456.588",2,"0.7","-304.392","0"
7773,"CA-2016-108196","2016-11-25","2016-12-02","Standard Class","CS-12505","TEC-MA-10000418","4499.985",5,"0.7","-6599.978","0"
7774,"CA-2016-108196","2016-11-25","2016-12-02","Standard Class","CS-12505","TEC-AC-10000926","59.976",3,"0.2","11.9952","0"
7775,"CA-2016-152800","2016-04-13","2016-04-15","First Class","SP-20920","OFF-EN-10001509","6.12",3,"0","2.8764","0"
7776,"CA-2014-166961","2014-12-27","2014-12-31","Standard Class","CD-12790","OFF-AP-10001366","10.98",1,"0","2.9646","0"
7777,"CA-2014-166961","2014-12-27","2014-12-31","Standard Class","CD-12790","OFF-FA-10003485","7.86",3,"0","3.6156","0"
7778,"CA-2014-166961","2014-12-27","2014-12-31","Standard Class","CD-12790","OFF-ST-10004507","51.45",3,"0","13.8915","0"
7779,"CA-2014-166961","2014-12-27","2014-12-31","Standard Class","CD-12790","OFF-BI-10002353","37.056",3,"0.2","13.896","0"
7780,"CA-2016-139381","2016-04-18","2016-04-22","Standard Class","RF-19840","OFF-AP-10001271","203.92",4,"0","55.0584","0"
7781,"CA-2016-139381","2016-04-18","2016-04-22","Standard Class","RF-19840","TEC-PH-10004924","29.56",4,"0","7.9812","0"
7782,"CA-2015-132136","2015-03-08","2015-03-12","Standard Class","FO-14305","OFF-BI-10002706","8.568",3,"0.8","-14.5656","0"
7783,"CA-2016-162236","2016-11-04","2016-11-06","Second Class","ER-13855","OFF-ST-10003442","45.248",2,"0.2","3.9592","0"
7784,"CA-2016-162236","2016-11-04","2016-11-06","Second Class","ER-13855","FUR-TA-10002533","876.3",10,"0.4","-292.1","0"
7785,"CA-2016-162236","2016-11-04","2016-11-06","Second Class","ER-13855","OFF-SU-10003505","185.376",2,"0.2","-34.758","0"
7786,"US-2014-111353","2014-11-29","2014-12-06","Standard Class","PB-19150","OFF-LA-10002762","25.06",2,"0","11.7782","0"
7787,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","OFF-BI-10000279","2.89",1,"0.8","-4.7685","0"
7788,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","OFF-FA-10000936","7.896",3,"0.2","2.4675","0"
7789,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","FUR-FU-10004973","22.608",3,"0.6","-10.1736","0"
7790,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","OFF-PA-10000791","30.528",8,"0.2","9.54","0"
7791,"CA-2017-160801","2017-09-19","2017-09-19","Same Day","FG-14260","OFF-BI-10001132","4.842",3,"0.7","-3.3894","0"
7792,"CA-2016-108364","2016-12-19","2016-12-24","Standard Class","BP-11050","OFF-BI-10002012","1.8",5,"0.8","-2.88","0"
7793,"CA-2017-169362","2017-10-12","2017-10-15","First Class","SP-20860","TEC-AC-10001383","39.984",2,"0.2","-1.4994","0"
7794,"CA-2015-127481","2015-12-12","2015-12-15","Second Class","JD-15895","OFF-PA-10002036","32.4",5,"0","15.876","0"
7795,"CA-2015-127481","2015-12-12","2015-12-15","Second Class","JD-15895","OFF-PA-10002377","97.88",2,"0","48.94","0"
7796,"CA-2015-112711","2015-07-12","2015-07-18","Standard Class","FM-14380","TEC-PH-10000526","307.168",4,"0.2","30.7168","0"
7797,"US-2015-145121","2015-10-02","2015-10-06","Standard Class","MP-17965","OFF-BI-10001078","26.9",5,"0","13.181","0"
7798,"CA-2017-166184","2017-03-24","2017-03-27","First Class","HR-14830","OFF-EN-10004483","47.01",3,"0","22.0947","0"
7799,"CA-2017-166184","2017-03-24","2017-03-27","First Class","HR-14830","TEC-PH-10002624","469.99",1,"0","136.2971","0"
7800,"CA-2017-166184","2017-03-24","2017-03-27","First Class","HR-14830","FUR-CH-10003396","207.846",3,"0.1","2.3094","0"
7801,"CA-2017-157413","2017-06-01","2017-06-06","Standard Class","BW-11065","OFF-ST-10002756","324.744",3,"0.2","-77.1267","0"
7802,"CA-2014-143637","2014-03-24","2014-03-29","Second Class","MS-17710","FUR-FU-10002813","40.48",2,"0","14.5728","0"
7803,"CA-2015-102260","2015-09-22","2015-09-26","Standard Class","SJ-20125","OFF-LA-10003714","12",4,"0.2","4.2","0"
7804,"CA-2015-102260","2015-09-22","2015-09-26","Standard Class","SJ-20125","OFF-ST-10003716","720.064",4,"0.2","-63.0056","0"
7805,"CA-2015-102260","2015-09-22","2015-09-26","Standard Class","SJ-20125","OFF-ST-10002289","25.424",1,"0.2","-4.767","0"
7806,"CA-2015-102260","2015-09-22","2015-09-26","Standard Class","SJ-20125","OFF-AR-10001315","2.816",2,"0.2","0.3168","0"
7807,"CA-2015-102260","2015-09-22","2015-09-26","Standard Class","SJ-20125","OFF-BI-10000042","3.204",2,"0.7","-2.5632","0"
7808,"US-2016-137295","2016-01-08","2016-01-13","Standard Class","VS-21820","OFF-BI-10004236","30.828",7,"0.7","-24.6624","0"
7809,"US-2016-137295","2016-01-08","2016-01-13","Standard Class","VS-21820","OFF-AR-10001955","47.616",3,"0.2","5.952","0"
7810,"US-2016-137295","2016-01-08","2016-01-13","Standard Class","VS-21820","TEC-PH-10004080","108.784",2,"0.2","10.8784","0"
7811,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","OFF-PA-10000791","4.77",1,"0","2.1465","0"
7812,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","OFF-AR-10001770","7.98",3,"0","2.0748","0"
7813,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","FUR-TA-10002356","550.431",3,"0.3","-47.1798","0"
7814,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","FUR-FU-10003274","10.56",6,"0","4.6464","0"
7815,"US-2017-109316","2017-06-08","2017-06-10","First Class","MG-17680","FUR-BO-10004834","1497.666",2,"0.15","140.9568","0"
7816,"US-2017-109316","2017-06-08","2017-06-10","First Class","MG-17680","TEC-PH-10000307","17.52",2,"0.2","-3.504","0"
7817,"CA-2016-138478","2016-10-21","2016-10-26","Second Class","DP-13390","OFF-AR-10002240","113.22",3,"0","29.4372","0"
7818,"CA-2016-138478","2016-10-21","2016-10-26","Second Class","DP-13390","OFF-PA-10001801","35.88",6,"0","17.5812","0"
7819,"CA-2016-138478","2016-10-21","2016-10-26","Second Class","DP-13390","OFF-BI-10001120","4535.976",3,"0.2","1644.2913","0"
7820,"CA-2017-150469","2017-01-26","2017-01-30","Standard Class","CJ-12010","OFF-FA-10000611","11.84",8,"0","5.6832","0"
7821,"CA-2017-152436","2017-12-08","2017-12-10","Second Class","CW-11905","OFF-ST-10000036","592.74",6,"0","160.0398","0"
7822,"CA-2016-169334","2016-10-21","2016-10-24","Second Class","GW-14605","OFF-ST-10004950","111.672",9,"0.2","6.9795","0"
7823,"US-2014-115413","2014-08-26","2014-09-01","Standard Class","PP-18955","OFF-AR-10003770","8.64",3,"0","2.5056","0"
7824,"US-2014-115413","2014-08-26","2014-09-01","Standard Class","PP-18955","TEC-AC-10002800","149.97",3,"0","52.4895","0"
7825,"CA-2014-125150","2014-05-16","2014-05-23","Standard Class","PW-19030","FUR-CH-10002439","232.88",5,"0.2","17.466","0"
7826,"CA-2015-127327","2015-02-03","2015-02-07","Standard Class","PW-19030","FUR-CH-10004218","90.882",1,"0.1","15.147","0"
7827,"CA-2017-117114","2017-10-31","2017-11-05","Standard Class","CY-12745","TEC-PH-10004042","508.768",4,"0.2","38.1576","0"
7828,"CA-2017-117114","2017-10-31","2017-11-05","Standard Class","CY-12745","OFF-EN-10001137","9.912",3,"0.2","3.2214","0"
7829,"CA-2015-137302","2015-04-26","2015-05-01","Standard Class","BW-11110","FUR-CH-10002017","63.936",3,"0.2","6.3936","0"
7830,"CA-2015-137302","2015-04-26","2015-05-01","Standard Class","BW-11110","OFF-AR-10000588","59.52",3,"0","15.4752","0"
7831,"CA-2015-137302","2015-04-26","2015-05-01","Standard Class","BW-11110","TEC-PH-10003174","311.976",3,"0.2","38.997","0"
7832,"CA-2015-137302","2015-04-26","2015-05-01","Standard Class","BW-11110","OFF-BI-10001524","50.352",3,"0.2","17.6232","0"
7833,"CA-2016-112382","2016-05-09","2016-05-13","Standard Class","MB-18085","TEC-PH-10001552","19.136",2,"0.2","1.9136","0"
